	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	download_url	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
670	10.1002/hbm.22363		2015-09-16T17:35:27.041790Z	Felix Hoffstaedter, Christian Grefkes, Svenja Caspers, Christian Roski, Nicola Palomero-Gallagher, Angie R. Laird, Peter T. Fox and Simon B. Eickhoff					We here tested the functional connectivity of the aMCC using  (1) resting-state connectivity of the aMCC based on fMRI scans obtained in 100 subjects, and (2) functional connectivity in the context of explicit task conditions using meta-analytic connectivity modeling (MACM) over 656 imaging experiment. Both approaches revealed a convergent functional network architecture of the aMCC with prefrontal, premotor and parietal cortices as well as anterior insula, area 44/45, cerebellum and dorsal striatum. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:35:27.041294Z	http://neurovault.org/collections/834/download					http://anima.modelgui.org/studies/Hoffstaedter_aMCC_FC															834								Human Brain Mapping					2016-02-29T09:36:24.143613Z					The role of anterior midcingulate cortex in cognitive motor control			6									555	ANIMA	http://doi.wiley.com/10.1002/hbm.v35.6																							http://neurovault.org/collections/834/												
672	10.1016/j.neuroimage.2015.06.050	axial	2014-03-14T14:23:14.151672Z	Cyril R. Pernet, Phil McAleer, Marianne Latinus, Krzysztof J. Gorgolewski, Ian Charest, Patricia E.G. Bestelmeyer, Rebecca H. Watson, David Fleming, Frances Crabbe, Mitchell Valdes-Sosa and Pascal Belin	AR1			mni	The Temporal Voice Areas are functional brain regions showing more activity for voices than any other (energy) matched stimuli.	2015-10-30T00:26:08.299155Z	http://neurovault.org/collections/33/download	30.0	210.0	3.0	77.0		True	Normalized Mutual Information	False	NA	OLS	randommixedeffects		GLM (one sample t-test)	SPM	False	yes (no assumption paired = one sample on difference)	both	HRF	basis set	33	no known neurological or psychiatric disorder	spline 4th order	SPM12b	nonlinear	WLS (OLS with Whitening)	GLM	SPM	NeuroImage	8.0	640.0		70.0	2016-01-27T21:48:06.712639Z	4th degree spline	least square	1st then mean	SPM	The human voice areas: Spatial organization and inter-individual variability in temporal and extra-temporal cortices		40.0	3	1.0	0.0	T1	True	Equalization of the PSD 	interleaved	slice timing, realignement, coregistration mean EPI/T1, T1 segmentation, normalization, smoothing 		49	CyrilPernet	http://linkinghub.elsevier.com/retrieve/pii/S1053811915005558		0.5366	EPI	mean displacement and globals outliers (using modified boxplot rule) enter as regressors + checked the statistical masks were concordant bewtween subjects	2.0	2.0	Siemens	Tim Trio 	0.0	3.0	SPM	6.0	3D Gaussian	SPM	12b		24.1		1.0	MNI 152		blocked	http://neurovault.org/collections/33/	False	False	True	True	True	True	False	False	False	True	True	False
675	10.1007/s00406-011-0249-8		2015-09-16T17:36:25.355868Z	Thomas Nickl-Jockschat, Frank Schneider, Alena D. Pagel, Angie R. Laird, Peter T. Fox and Simon B. Eickhoff					We conducted a quantitative coordinate-based meta-analysis in patients with schizophrenia, assessing regions of brain structure changes, physiological functions and the correlation of their likelihood with disease duration. In patients, four clusters showed convergent grey matter (GM) reduction, while one cluster indicated higher GM values. Voxel-wise analysis revealed a correlation between GM reduction and disease duration in the left anterior insula. Functional characterisation revealed association with reward, affective processing and language functions. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:36:25.355458Z	http://neurovault.org/collections/842/download					http://anima.modelgui.org/studies/NicklJockschat_Schizophrenia_2011															842								European Archives of Psychiatry and Clinical Neuroscience					2016-02-29T09:37:47.438194Z					Progressive pathology is functionally linked to the domains of language and emotion: meta-analysis of brain structure changes in schizophrenia patients			2									555	ANIMA	http://link.springer.com/10.1007/s00406-011-0249-8																							http://neurovault.org/collections/842/												
677	10.1002/hbm.22138		2015-09-16T16:43:24.226078Z	Danilo Bzdok, Angela R. Laird, Karl Zilles, Peter T. Fox and Simon B. Eickhoff					We here employed methods for large-scale data mining to perform a connectivity-derived parcellation of the human amygdala based on whole-brain coactivation patterns computed for each seed voxel. Using this approach, connectivity-based parcellation divided the amygdala into three distinct clusters that are highly consistent with earlier microstructural distinctions. Meta-analytic connectivity modelling and functional characterization further revealed that the amygdala's laterobasal nuclei group was associated with coordinating high-level sensory input, whereas its centromedial nuclei group was linked to mediating attentional, vegetative, and motor responses. The results of this model-free approach support the concordance of structural, connectional, and functional organization in the human amygdala. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T16:43:24.225659Z	http://neurovault.org/collections/820/download					http://anima.modelgui.org/studies/Bzdok_Amygdala_2013															820								Human Brain Mapping					2016-02-29T08:53:12.805954Z					An investigation of the structural, connectional, and functional subspecialization in the human amygdala			8									555	ANIMA	http://doi.wiley.com/10.1002/hbm.v34.12																							http://neurovault.org/collections/820/												
679	10.3389/fnhum.2015.00285		2015-12-23T14:08:44.265645Z	Yunjie Tong, Lia M. Hocke, Xiaoying Fan, Amy C. Janes and Blaise deB Frederick					These are the delay maps calculated from resting state data using the method proposed in previous publication (DOI: 10.1002/hbm.22564). Synthetic resting state data sets were generated based on these delay maps. MELODIC ICA was applied on these synthetic data sets. The statistical result was uploaded too.	2015-12-23T14:08:44.265229Z	http://neurovault.org/collections/1037/download																				1037								Frontiers in Human Neuroscience					2016-06-12T22:00:00.380750Z					Can apparent resting state connectivity arise from systemic fluctuations?			18									850	ytong	http://www.frontiersin.org/Human_Neuroscience/10.3389/fnhum.2015.00285/abstract																							http://neurovault.org/collections/1037/												
683	10.7554/eLife.12112		2016-04-04T20:30:13.424473Z	Derek Evan Nee and Mark D'Esposito						2016-05-23T03:46:38.783262Z	http://neurovault.org/collections/1280/download																				1280								eLife					2016-06-18T21:52:28.381592Z					The hierarchical organization of the lateral prefrontal cortex			7									1	ChrisFiloGorgolewski	http://elifesciences.org/lookup/doi/10.7554/eLife.12112																							http://neurovault.org/collections/1280/												
684	10.1523/JNEUROSCI.5685-11.2012		2015-06-22T12:01:57.401977Z	L. Vagharchakian, G. Dehaene-Lambertz, C. Pallier and S. Dehaene			bthirion, gael.varoquaux		Humans can understand spoken or written sentences presented at extremely fast rates of ∼400 wpm, far exceeding the normal speech rate (∼150 wpm). How does the brain cope with speeded language? And what processing bottlenecks eventually make language incomprehensible above a certain presentation rate? We used time-resolved fMRI to probe the brain responses to spoken and written sentences presented at five compression rates, ranging from intelligible (60–100% of the natural duration) to challenging (40%) and unintelligible (20%). The results show that cortical areas differ sharply in their activation speed and amplitude. In modality-specific sensory areas, activation varies linearly with stimulus duration. However, a large modality-independent left-hemispheric language network, including the inferior frontal gyrus (pars orbitalis and triangularis) and the superior temporal sulcus, shows a remarkably time-invariant response, followed by a sudden collapse for unintelligible stimuli. Finally, linear and nonlinear responses, reflecting a greater effort as compression increases, are seen at various prefrontal and parietal sites. We show that these profiles fit with a simple model according to which the higher stages of language processing operate at a fixed speed and thus impose a temporal bottleneck on sentence comprehension. At presentation rates faster than this internal processing speed, incoming words must be buffered, and intelligibility vanishes when buffer storage and retrieval operations are saturated. Based on their temporal and amplitude profiles, buffer regions can be identified with the left inferior frontal/anterior insula, precentral cortex, and mesial frontal cortex. 	2015-06-22T12:01:57.401977Z	http://neurovault.org/collections/659/download																				659								Journal of Neuroscience					2016-01-27T22:00:41.932197Z					A Temporal Bottleneck in the Language Comprehension Network			14									470	schwarty	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.5685-11.2012																							http://neurovault.org/collections/659/												
686	10.1016/j.neuron.2014.10.013	axial	2015-01-15T15:16:02.575250Z	Joseph T. McGuire, Matthew R. Nassar, Joshua I. Gold and Joseph W. Kable				mni	"Abstract:
Maintaining accurate beliefs in a changing environment requires dynamically adapting the rate at which one learns from new experiences. Beliefs should be stable in the face of noisy data, but malleable in periods of change or uncertainty. Here we used computational modeling, psychophysics and fMRI to show that adaptive learning is not a unitary phenomenon in the brain. Rather, it can be decomposed into three computationally and neuroanatomically distinct factors that were evident in human subjects performing a spatial-prediction task: (1) surprise-driven belief updating, related to BOLD activity in visual cortex; (2) uncertainty-driven belief updating, related to anterior prefrontal and parietal activity; and (3) reward-driven belief updating, a context-inappropriate behavioral tendency related to activity in ventral striatum. These distinct factors converged in a core system governing adaptive learning. This system, which included dorsomedial frontal cortex, responded to all three factors and predicted belief updating both across trials and across individuals. "	2015-01-15T15:16:02.575250Z	http://neurovault.org/collections/315/download	25.0	192.0	3.0	75.0		True	Boundary-based registration in FLIRT	False												315			FSL FLIRT and FNIRT	nonlinear				Neuron		565.0	4.6	64.0	2016-01-27T21:47:54.499508Z					Functionally Dissociable Influences on Learning Rate in a Dynamic Environment		120.0	4	4.0	2.0				interleaved			278	jtmcguire	http://linkinghub.elsevier.com/retrieve/pii/S0896627314009118	none		Gradient-echo echoplanar		2500.0	3.0	Siemens	Trio	0.0	3.0		6.0				30.0	22.4	18.0				eventrelated	http://neurovault.org/collections/315/				True							True	
690	10.3389/fnbeh.2014.00245		2014-06-30T15:29:46.927958Z	Henning Vollmann, Patrick Ragert, Virginia Conde, Arno Villringer, Joseph Classen, Otto W. Witte and Christopher J. Steele					Instrument specific use-dependent plasticity shapes the anatomical properties of the corpus callosum: A comparison between musicians and non-musicians	2014-06-30T15:29:46.927958Z	http://neurovault.org/collections/57/download																				57								Frontiers in Behavioral Neuroscience					2016-02-29T08:22:24.217428Z					Instrument specific use-dependent plasticity shapes the anatomical properties of the corpus callosum: a comparison between musicians and non-musicians			2									73	steelec	http://www.frontiersin.org/Behavioral_Neuroscience/10.3389/fnbeh.2014.00245/abstract																							http://neurovault.org/collections/57/												
691	10.1016/j.neuroimage.2015.06.053		2015-08-06T08:49:19.524140Z	Daniel H. Baker, Theodoros Karapanagiotidis, David D. Coggan, Kirstie Wailes-Newson and Jonathan Smallwood			daniel.baker		Bistable stimuli, such as the Necker Cube, demonstrate that experience can change in the absence of changes in the environment. Such phenomena can be used to assess stimulus-independent aspects of conscious experience. The current study used resting state functional magnetic resonance imaging (rs-fMRI) to index stimulus-independent changes in neural activity to understand the neural architecture that determines dominance durations during bistable perception (using binocular rivalry and Necker cube stimuli). Anterior regions of the Superior Parietal Lobule (SPL) exhibited robust connectivity with regions of primary sensorimotor cortex. The strength of this region's connectivity with the striatum predicted shorter dominance durations during binocular rivalry, whereas its connectivity to pre-motor cortex predicted longer dominance durations for the Necker Cube. Posterior regions of the SPL, on the other hand, were coupled to associative cortex in the temporal and frontal lobes. The posterior SPL's connectivity to the temporal lobe predicted longer dominance during binocular rivalry. In conjunction with prior work, these data suggest that the anterior SPL contributes to perceptual rivalry through the inhibition of incongruent bottom up information, whereas the posterior SPL influences rivalry by supporting the current interpretation of a bistable stimulus. Our data suggests that the functional connectivity of the SPL with regions of sensory, motor, and associative cortex allows it to regulate the interpretation of the environment that forms the focus of conscious attention at a specific moment in time.	2015-08-06T08:49:19.524140Z	http://neurovault.org/collections/744/download	19.0	192.0	3.0	90.0	https://drive.google.com/folderview?id=0B5zqqbtBrnEHfmdzWkw2SlVNMkhtX0wwOEFsUUZqdU1IUUhFREU4c0xuNEhpR1d3aUt6MWc&usp=sharing			False												744								NeuroImage	420.0	420.0		64.0	2016-02-29T09:11:24.394071Z					Brain networks underlying bistable perception		1.0	7	1.0	5.0				interleaved			516	ddcoggan	http://linkinghub.elsevier.com/retrieve/pii/S1053811915005583					2000.0		General Electric	Signa Excite HDx		3.0												other	http://neurovault.org/collections/744/				True								
